fullText,polaridad
"Paro Nacional 19 de Enero 2022, acaso llegará final del gobierno del sr Guillermo Lasso, Dios permita que así sea,",-1
"Los que más celebran el día del periodista, son los hijos de los periodistas palanqueados en el Gobierno de Guillermo Lasso.
#LassoMentiroso",-1
"implicados en la investigación de #PandoraPapers, hoy, son parte del Gobierno del Presidente Guillermo Lasso. https://t.co/EXZTU4y8S5",-1
@ChalecosAmarill Yasunidos solo se activaron cuando gobernaba la izquierda con la derecha en el poder no existe grupos ecologistas que presionen al gobierno del evasor Guillermo Lasso.,-1
"@alexismoncayo @PerfilesOpinion @LassoGuillermo NO TENEMOS GOBIERNO, EL PILLO EVASOR DE GUILLERMO LASSO SOLO ESTA EN CALIDAD DE LIQUIDADOR DEL ESTADO Y ENRIQUECER MÁS AL PODER ECONÓMICO!! 

HAY QUE SACARLO A PATADAS A LASSO Y A TODOS ESOS SAPOS DELINCUENTES DE LA ASAMBLEA SOLAPADORES DE LASSO!!",-1
@revistavistazo El gobierno del mitomano Guillermo Lasso miente todo el tiempo ya nadie le cree.,-1
@crespo_abogado Tienes que ser hijo de Oquendo o Tinoco para poder tener derecho a un puesto en un cargo diplomático en el gobierno del reencuentro del evasor Guillermo Lasso.,-1
"@ErmelRosario @HernnSalinasJa1 El diablo Guillermo Lasso ANTI CRISTO, del OPUS DEY, traicionó a líderes políticos, al pueblo ecuatoriano, falto al juramento en la posesión del nuevo gobierno, exactamente igual que la SILLA DE RUEDAS EMBARRADA DE EXCREMENTO.",-1
"?LASSO PISOTEARÁ LAS LEYES Y NO DESTITUIRÁ A ESE CANCILLER LADRÓN DE IMPUESTOS??
#Indígnate 
Gracias a la @AsambleaEcuador, el corrupto Guillermo Lasso, sigue robando al país.
Si #Lasso es un delincuente, todo su gabinete son una jauría de lobos, evasores tributarios. https://t.co/adsMjQgEd4",-1
"@ivanedlm @VOX_Europa_ Eso se parece al proyecto ""Más oportunidades"" de Guillermo Lasso en Ecuador, una falacia total y una mentira para engañar oidos entre los cuales hay solo una neurona .",-1
"Que desgracia y que vergüenza, tener un PRSIDENTE como Guillermo Lasso. https://t.co/Uu5hpQnYBH",-1
"¡Más créditos, más oportunidades! | Guillermo Lasso 2021- 2025 https://t.co/EuNh6UCMTW",1
@MiltonC90626185 @boilershaft2 @prisci2703 @JonathanCamino5 @tinocotania @LassoG Hace fu lo dije que Guillermo Lasso es mas peligroso politicamente que Lenin Moreno...y por no ser politico utiliza el Estado del Terror. No en nada en vano las continuas reuniones de trabajo con Duque y Uribe.,-1
@ramirogarciaf tambien habia un homonimo llamado GUILLERMO LASSO qUE salio con su foto en toda la prensa internacional en primera plana. en la boca de los mentirosos lo cierto se hace dudoso,-1
"@eluniversocom Pregúntale a guillermo lasso q profesas ser transparente, si va a denunciar ante la ley a los genocidas y corruptos:Lerdin moreno,maria paula romo,oswaldo jarrin x el desastre como dejaron el país y todo esta en el informe del defensor del pueblo y d Derechos Humanos en Ecuador",-1
"Cuando pensábamos que no llegaría alguien peor que Lenin Moreno, llega Guillermo Lasso y dice: ???????????????? https://t.co/AbgMzPr0Sz",-1
Leonidas Iza responde a Guillermo Lasso: “Violentos son los evasores de impuestos” - https://t.co/E3ZZSbvLLf vía @radiolacalle,-1
"Ángel Tipantuña DESTAPA la VIVEZA CRIOLLA de GUILLERMO LASSO https://t.co/I0MAM2u0bU via @YouTube Cinco mil dólares los gasto en un mes básicamente en alimentación y el pago de renta.
Asi es la demagogia del evasor de impuestos y pensar que aún hay incautos que esperan mejores",-1
"Guillermo Lasso,  el verdadero corrupto y evasor de impuestos de miles de millones de dolares entre ellos dineros malavidos del feriado bancario de 99 en paraísos fiscales ..Ecuador despierta https://t.co/phc60e0L6r",-1
@BNPeriodismo tambien habia un homonimo llamado GUILLERMO LASSO qUE salio con su foto en toda la prensa internacional en primera plana. en la boca de los mentirosos lo cierto se hace dudoso,-1
"Guillermo Lasso se lava las manos de su competencia gubernamental para actuar en Zaruma. Ahí debería usar todo el poder del estado y no para amenazar a líderes sociales y políticos.
#LassoEsUnFracasso",-1
"@CarlosVerareal En Zaruma ya no quieren a Guillermo Lasso, el evasor de impuestos. Esa es la verdad. Sé honesto, alguna vez en tu vida Carlos Vera. #LassoPaquetazzo #LassoEsPandora #LassoEvasor #LassoEsLenin #LassoMentiroso",-1
Anuncian en Ecuador marcha contra política económica de @LassoGuillermo Colombia Brasil Mexico Uruguay Paraguay PERU Guatemala Panamá Costa Rica Venezuela - https://t.co/U7ZB3eX7TK via @shareaholic,-1
"#POLÍTICA | Leonidas Iza respondió a las acusaciones de Guillermo Lasso: “Violentos son los evasores de impuestos, ser enemigo de la democracia es no dar la cara por los Pandora Papers y arrodillarse al FMI”. https://t.co/I5WdJGuTR5",-1
"Leonidas  Iza  responde a
Guillermo  Lasso:
  ""Violentos  son  los  evasores  de impuestos""
#LassoMentiroso https://t.co/6PIBO6SQgq",-1
Leonidas Iza responde a Guillermo Lasso: “Violentos son los evasores de impuestos” - https://t.co/zCig4Ikfdf https://t.co/47VcWw4rJL,-1
"""Leonidas Iza responde a Guillermo Lasso: “Violentos son los evasores de impuestos”"" https://t.co/xB6azpBqnQ",-1
"#POLÍTICA | Leonidas Iza respondió a las acusaciones de Guillermo Lasso: “Violentos son los evasores de impuestos, ser enemigo de la democracia es no dar la cara por los Pandora Papers y arrodillarse al FMI”, sostuvo.

Los detalles
https://t.co/cXg5kttt4x",-1
" #Quito / #Ecuador
Leonidas Iza responde a Guillermo Lasso tras tacharle de violento, llamándolo evasor y que responda por lo que ya se solucionó, los Pandora Papers  https://t.co/7ziT9X7nz1",-1
"Líder de la CONAIE Leonidas Iza  responde al presidente Guillermo Lasso quien ayer lo calificó como el ""Joker"":....
""violentos son los evasores de impuestos, ser enemigo de la democracia es no dar la cara por los Pandora Papers y arrodillarse al FMI"". https://t.co/HkTnXwJnFC",-1
"@MaraLoppe @CarlosVerareal @pameaguirre1 @RobertoCueroM @RutaKritika @EGuzmanurresta Pongase al día con las mentiras de Guillermo Lasso, que son algunas. Tanto así que muchos seudo periodistas bien pagados NO saben qué más hacer para ocultar los escándalos de corrupción del banquero evasor de impuestos. #Despierte",-1
"La justicia del Ecuador está a favor de la corrupción empezando con el cabecilla del presidente de Ecuador GUILLERMO LASSO, están siguiendo los pasos de los 5 NARCO expresidentes de México Salinas, Fox, Zedillo, Calderón y Enrique Peña Nieto. DIOS gracias,ahoraMéxico tieneaAMLO https://t.co/upWi1oT5uN",-1
"masacres, sicariatos, corrupción, drogas, ecuador un holocausto, culpa del señor presidente guillermo lasso",-1
"@PatoBorja @LassoGuillermo @LaPosta_Ecu @dayannamonroy @LoroHomero La mafia que maneja el pais es “lasso guillermo”De seguro Sr “Pato Borja” usted se equivoco de nombre o fumo algo indebido, el Sr Pdte Lasso hasta hoy es el Pdte mas honesto que Ecuador ha tenido, lo que llamas “mafia” fue la de la decada del robo y corrupcion”presos o profugos!!",-1
@lahistoriaec Otro oportunista que tiene puesto en el gobierno de la incompetencia y corrupción generalizada del evasor Guillermo Lasso.,-1
"Guillermo Lasso tiene secuestradas las instituciones del estado. Vemos casos de corrupción, que antes no se veían, ISSPOL, hackeos a bancos y policía, y nadie dice nada. Y parece que la única función de la Fiscal Diana Salazar, es la persecución política.",-1
"@mauroandinoe Desde que el traidor Lenin Moreno y el evasor Guillermo Lasso, llevan 5 sños desgobernando el Pais donde la corrupción campea, Ecuador es un Estado Fallido, nadie va a confiar en un Estado sin instintucionalidad
LOS CORRUPTOS SIEMPRE HAN SIDO ELLOS.",-1
"@mandradele @LeninArtieda @Xapime El correismo se sostiene de encuestas nefastas y poco creíbles para decir que la gestión del presidente es mala. Por qué mejor no se basan en los hechos? Guillermo Lasso sube!!! @simoncueva
@elpais_america",-1
"@xitsney @LassoGuillermo créditos al 1% - #LassoCumple El gobierno está demostrando ser un ejemplo a seguir. Bravo presidente, Guillermo Lasso por su determinación en pro de un futuro mejor  @Pabelml @juancaholguin
@BanEcuadorBP",1
@marcadorec Y Guillermo Lasso el mejor presidente de Latinoamerica… ,1
"EL BANQUERO ESTÁ QUE TIEMBLA.

Anuncian marcha contra política económica de Lasso en Ecuador - https://t.co/QvnGai10oP via @shareaholic",-1
"El martes #4Enero las Organizaciones #sociales y #movimientos de #Ecuador  iniciaron preparativos para llevar a cabo una movilización nacional el próximo #19Enero contra las políticas económicas #neoliberales del presidente @LassoGuillermo 

https://t.co/eM9QWXGGVo",-1
"@eluniversocom Guillermo Lasso
Recibió un país quebrado, con virus covid encima, con terroristas enquistados en movimientos sociales, con estado obeso, con constitución CASTRO CHAVISTA

Y está luchando por reactivar el país, a paso de bebé, pero firme

LO QUE CORREISMO A PASO CORRUPTO DESTRUYO",1
"@LassoGuillermo @InclusionEc Guillermo Lasso
Recibió un país quebrado, con virus covid encima, con terroristas enquistados en movimientos sociales, con estado obeso, con constitución CASTRO CHAVISTA

Y está luchando por reactivar el país, a paso de bebé, pero firme

LO QUE CORREISMO A PASO CORRUPTO DESTRUYO https://t.co/LpXmPfOvru",1
"El 31 de diciembre del 2021, miles de médicos fueron desvinculados de sus puestos de trabajo, los mismos médicos que batallaron contra el covid, que vieron morir a sus colegas y miles de ciudadanos. Guillermo Lasso es un miserable.
#LassoMentiroso",-1
"Lo peor que le ha pasado al  en este año 2021 aparte del covid y sus variantes es tener como presidente a Guillermo  Lasso conocido en todo el mundo como un delincuente evasor, aupado por la prensa basura. 
#LassoEsPandora
#LassoEvasor
#LassoRenuncia
#LassoEsUnFracaso",-1
"2021 para decir pendejadas nos dejo a un Lenin Moreno recargado con el alias de Guillermo Lasso #PandoraPapers 
#LassoMentiroso
#LassoEvasor
#LassoEsUnFracasso https://t.co/l9gMu2tU0V",-1
@lodelmomentoloj Guillermo Lasso sube el presidente fue elegido por demostrar ser una persona comprometida en ayudar al país y sacarlo a flote. Feliz porque  vencimos al socialismo Mediocre en 2021. Bravo presidente Lasso por sus frutos y logros. @SimonCueva https://t.co/gWocuFSeHZ,1
"@Teresa30717707 @AsambleaEcuador Osea que usted esta de acuerdo....que a las personas que mienten hay que destituirlas...
Osea que usted SI FIRMARIA PARA PEDIR LA REVOCATORIA DEL MANDATO A GUILLERMO LASSO
https://t.co/13vNLHgD03",-1
"La mejor ola de guillermo lasso, para robar y saquear al Ecuador, es la ola covit delta omicron.
Lasso es muerte.
#LassoMentiroso 
#LassoEsUnFracasso 
#ElPeorGobiernoDeLaHistoria 
#PandoraPapers",-1
"@mandradele @EcuavisaInforma @MarcoAnibal @jcarlosaizprua @LeninArtieda @LassoGuillermo ha hecho un gran trabajo con nuestro país, de eso no hay dudas, gracias Guillermo Lasso sube y seguirá @simoncueva https://t.co/SUVbpfr4mO",1
"@AP_Kost @LassoGuillermo evidentemente está logrando grandes propósitos en nuestro país, gracias por todo. Guillermo Lasso sube como la espuma porque ha hecho un gran trabajo @teleamazonasec",1
"... el Pdte. #Ecuador Guillermo Lasso:
-no hay un consenso a nivel internacional respecto a la cuarta vacuna... esperemos no sea necesario...
-plan de vacunación es exitoso
-30 de diciembre recibimos gran dotación de medicinas y ya están distribuidas en Hospitales... https://t.co/Jr9i4mWKeI",1
"De acuerdo con la encuestadora Perfiles de Opinión, el 59.07% de ecuatorianos califica como “mala” y “muy mala” la gestión del presidente Guillermo Lasso. #NoticiasCaval https://t.co/ZKuYZEl9qi",-1
"@lahistoriaec @VillaFernando_ SEÑOR PRESIDENTE GUILLERMO LASSO

¿ACASO VAMOS A MEDIAS?

¿ESE ES EL REPARTO Y EL ACUERDO PARA APROBAR POR EL MINISTERIO DE LA LEY?

¿QUE SIGAN ROBANDO, TAPANDO LO ROBADO Y NO DEVUELVAN NADA $$ MIENTRAS LE DEN A USTED UN POCO DE GOBERNABILIDAD?
¿DEBEMOS CONFORMARNOS CON TAN POCO?",-1
"Organizaciones sociales y movimientos de #Ecuador  iniciaron preparativos para llevar a cabo una movilización nacional el próximo #19Enero contra las políticas económicas neoliberales del presidente CORRUPTO @LassoGuillermo 

https://t.co/cZyunfwzOe",-1
"Violentos son los evasores de impuestos, ser enemigo de la democracia es no dar la cara por los #PandoraPapers y arrodillarse al FMI; violencia es quitar el presupuesto de salud, educación, es precarizar el trabajo. El miedo a nuestra unidad y fuerza se le nota Sr. #Lasso. https://t.co/JqslO91Roq",-1
"@Osodeanteojos3 @LumiereblueH @APACHE_EC HOY O NUNCA, CON SU AYUDA PRESIDENTE LASSO. NO LE DE CABIDA EN SU GOBIERNO A CORREISTAS TRUCHOS Y MALANDROS EXPERIMENTADOS, QUE EL CAPO RAFAMASHIRICÓN CORREYA LES ORDENA Y ELLOS OBEDECEN, ESA ES LA CONSIGNA ACTUAL CONTRA LASSO.",-1
"El problema de @LassoGuillermo es que quiere una oposición complaciente y de hecho la tiene en la @AsambleaEcuador y muy rápidamente posiciona a la  @CONAIE_Ecuador no solo como oposición ""mala"" sino que ahora es el ""otro"" violento. Lasso está construyendo un polvorín a Febrero",-1
"@DanielGranja7 @LassoGuillermo Si moreno era bruto estico lo supera y cae en lo mismo. El gobierno del encuentro de todos los corruptos y traidores. Están en su salsa,no hay reacción del pueblo. Qué viva lasso y que viva el 2022, ya las izquierdas sirven al derecha y UNES esta a su favor.",-1
"La cuota política en las misiones diplomáticas de Ecuador evidencia el poder de los grandes medios de comunicación encargados de encubrir al gobierno evasor de Lasso. #Teleamazonas 
#ElUniverso 
#Visión https://t.co/RGbwXzeJpi",-1
"@PFagc @Educacion_Ec @mariabrownp @PrimeraEcuador @LassoGuillermo Correcto,todo 1 trampa no sabe ni donde está parada la señora @mariabrownp ante su ineptitud es inminente su renuncia,no podemos seguir dependiendo de decisiones absurdas cuando está en juego la vida de personas @LassoGuillermo se va a caer ya que no corrige. #AccionDeProteccion",-1
"Red de Amigos de la Revolución Ciudadana
 @LassoGuillermo pide paciencia al pueblo mientras él pasa los días figureteando e implementando el #FeriadoBancario ll.
Cada día miles de ecuatorianos siguen emigrando en busca de trabajo y seguridad.
#LassoEsUnFracaso https://t.co/81AATTAku7",-1
@santycrunch Los ingresos cresen pero para el bolsillo del presidente viejon ladrón corrupto y miserable @LassoGuillermo #LassoMentiroso,-1
@Ecuadordepie21 Lo peor es que muchas personas siguen sin vacunarse y el presidente ausente en todo este caos @LassoGuillermo bueno miserable #LassoEsUnFracaso,-1
"En el #GobiernoDelEncuentro lo que se dice se hace y lo que se promete se cumple. Junto al presidente @LassoGuillermo cumpliendo con los créditos al 1% a 30 años plazo y sin mucho trámite.
#JuntosLoLogramos https://t.co/jj4sHhbPrH",1
"@LassoGuillermo @TereCOPRA Ya tengo el charol para vender y salvar al país, eres un mentiroso engañador demagogo fraudulento EVASOR y delincuente RENUNCIA",-1
".#ALERTA | @carlosoporto desmiente a ministra de @Salud_Ec @XimenaGarzon11 en torno a una supuesta escasez de pruebas #Covid_19 en el mundo
 “No se prepararon y buscan justificaciones
 No estamos en los 10 países más vacunados del mundo. Lo están engañando” @LassoGuillermo https://t.co/D2uPAup7Kl",-1
"@AbogadosBermeo @carlosrojasecu @LassoGuillermo Por andar de palillo de dientes del evasor.  Zaruma, Zaruma",-1
"@omaridrovo El crédito que está dando es una miseria no alcanza para nada, es una fachada lo que está haciendo para mantenernos engañados @LassoGuillermo #LassoMentiroso",-1
"@Voladorhuellero Las reservas no están porque se las robo, no hay pupitres en las escuelas ni mucho menos comida, cada día la educación decae @LassoGuillermo #LassoMentiroso",-1
@TereCOPRA @LassoGuillermo Trolls del chulquero ladron hp https://t.co/IY1wODjjFJ,-1
"@MoniPalaciosZ @LassoGuillermo Los corruptos siempre han Sido ellos ,#LassoMentiroso",-1
"Esa es la forma de salir de la pobreza, bravo señor Presidente @LassoGuillermo. . De verdad me ha sorprendido esta forma brillante de resolver el problema del desempleo en Ecuador. Por favor, que su modelo sirva de ejemplo para el mundo! @NicolasMaduro @gabrielboric https://t.co/1rnFWCCdoi",1
"@patynunezr1 Viejo verdeeee estás en el poder porque usurpaste el puesto, aquí nadie te quiero @LassoGuillermo #LassoMentiroso",-1
@MoniPalaciosZ @juancaholguin @LassoGuillermo Como dice el Mashi los corruptos siempre fueron ellos https://t.co/DM97745ACm,-1
"@Voladorhuellero El dinero poco a poco ha ido desapareciendo, las calles llenas de huecos, los hospitales sin medicinas, dónde está el dinero? Pues el presidente se ha encargado de robarlo todo @LassoGuillermo #LassoMentiroso",-1
"@ALBERTOACOSTAB Alberto, si no hacen hospitales, escuelas y ni el mantenimiento básico en vías ¿Significa que @LassoGuillermo y su pandilla está robando todo eso?",-1
"@revistavistazo @LassoGuillermo @JhansyL Los mediocres que en 14 años Formaron parte de la ROBOLUCION BOLIVARIANA

joden al presidente, sin embargo por tiempo y espacio, LASSO NO TIENE QUE RESPONDER POR EL GOBIERNO DE CORREA-MORENO-GLASS-ARAUZ

SUFICIENTE CON QUE STE PAGANDO LAS DEUDAS DE LA MALA ADMINISTRACIÓN AP https://t.co/0wPISZhMcO",-1
@cynthia_marce El sector de educación está descuidado cada día cae más debido a su ineptitud @LassoGuillermo #LassoMentiroso,-1
Lo que el chulquero evasor @LassoGuillermo  tiene que hacer velar por la salud de los ciudadanos lo hace la prefectura de forma humana consciente de la realidad de los Ecuatorianos  digno de admirar https://t.co/S5hFSHPlhV,-1
"@VuelveRafael Lasso te robaste el puesto y ahora quieres robarte el dinero se nosotros, da la cara @LassoGuillermo #LassoMentiroso",-1
@BernardaOM @LassoGuillermo @DDHH_Ec @wambraEc @SurkunaEc @CepamGuayaquil @onumujeresEcu @Expresoec @lahoraecuador @red_centros @RCasasAcogidaEC Gran trabajo ... gran equipo,1
"Leonidas Iza (@LeonidasIzaSal1) responde a @LassoGuillermo y dice que ""violentos son los evasores de impuestos"" y que ""ser enemigo de la democracia es no dar la cara por los #PandoraPapers y arrodillarse al FMI"" 
Además, Iza añade que a Lasso se le nota el miedo por su unidad https://t.co/RItuf8tW9Q",-1
@EdwinUrea4 Muchos ecuatorianos sin vacuna es hora de tomar la decisión y sacarlo de aquí @LassoGuillermo #LassoEsUnFracaso,-1
"@LeonidasIzaSal1 Lasso No está gobernado,  está robando .",-1
No existe un periodista con valores éticos ni morales en Ecuador cuando sabe que nuestros gobernantes miente sin reparos y que esas mentiras solo busca su bienestar económico de quien simplemente engaña al pueblo. Lasso no le importa los valores éticos ni morales con tal de,-1
"@ramiroaguilart @LassoGuillermo @BancadaUNESec Los neoliberales son sumamente peligrosos, mienten, engañan y ultrajan la dignidad de los demas.  En el periodo de Lenin Moreno el que goberno fue Guillermo Lasso y ya se le vio la perversidad con la que goberno en contra de los hombres de izquierda.",-1
"La descomposición social del Ecuador está al borde. El gobierno está en un camino empinado y a cuestas sus malas decisiones en menos de 1 año. Si esto sigue, es muy probable que Lasso tenga que dar un paso al costado.",-1
"@Dradaysyavilesc @elcomerciocom Correcto,todo 1 trampa no sabe ni donde está parada la señora @mariabrownp ante su ineptitud es inminente su renuncia,no podemos seguir dependiendo de decisiones absurdas cuando está en juego la vida de personas @LassoGuillermo se va a caer ya que no corrige. #AccionDeProteccion",-1
"Esta corrupta correista, en el gobierno del nefasto prófugo y ladron @MashiRafael fue ya Gerente de CNEL y en el del ladrón y traicionero @Lenin Moreno fue gerente de CELEC, en que quedamos Presidente @LassoGuillermo , o definitivamente “YA QUE CHCH “  https://t.co/JYQUrV8L8x",-1
"El Estado bajo la administración de un gobierno debe garantizar la seguridad ciudadana. Hasta el momento, @LassoGuillermo ha fallado en forma negligente al respecto. 

La gente está harta de la incompetencia del gobierno “del Encuentro”. https://t.co/42SIcUcSHs",-1
"@galobonifaz @LassoGuillermo UN ESTADO QUE GUARDA SILENCIO FRENTE A LA VIOLENTA ARREMETIDA DELICTIVA, ESE ESTADO NO MERECE PERDON , NI OLVIDO , AUNQUE PUEDA  TENER ADEPTOS QUE LO RESPALDEN , OTRA  DISTINTA ES MANTENERNOS EN INDEFENSION",-1
