fullText,polaridad
@crespo_abogado tienes que ser hijo de oquendo o tinoco para poder tener derecho a un puesto en un cargo diplomático en el gobierno del reencuentro del evasor guillermo lasso.,-1
"@ermelrosario @hernnsalinasja1 el diablo guillermo lasso anti cristo, del opus dey, traicionó a líderes políticos, al pueblo ecuatoriano, falto al juramento en la posesión del nuevo gobierno, exactamente igual que la silla de ruedas embarrada de excremento.",-1
"?lasso pisoteará las leyes y no destituirá a ese canciller ladrón de impuestos??
#indígnate 
gracias a la @asambleaecuador, el corrupto guillermo lasso, sigue robando al país.
si #lasso es un delincuente, todo su gabinete son una jauría de lobos, evasores tributarios. https://t.co/adsmjqged4",-1
"@ivanedlm @vox_europa_ eso se parece al proyecto ""más oportunidades"" de guillermo lasso en ecuador, una falacia total y una mentira para engañar oidos entre los cuales hay solo una neurona .",-1
"que desgracia y que vergüenza, tener un prsidente como guillermo lasso. https://t.co/uu5hpqnybh",-1
"¡más créditos, más oportunidades! | guillermo lasso 2021- 2025 https://t.co/eunh6ucmtw",1
@miltonc90626185 @boilershaft2 @prisci2703 @jonathancamino5 @tinocotania @lassog hace fu lo dije que guillermo lasso es mas peligroso politicamente que lenin moreno...y por no ser politico utiliza el estado del terror. no en nada en vano las continuas reuniones de trabajo con duque y uribe.,-1
@ramirogarciaf tambien habia un homonimo llamado guillermo lasso que salio con su foto en toda la prensa internacional en primera plana. en la boca de los mentirosos lo cierto se hace dudoso,-1
"@eluniversocom pregúntale a guillermo lasso q profesas ser transparente, si va a denunciar ante la ley a los genocidas y corruptos:lerdin moreno,maria paula romo,oswaldo jarrin x el desastre como dejaron el país y todo esta en el informe del defensor del pueblo y d derechos humanos en ecuador",-1
"cuando pensábamos que no llegaría alguien peor que lenin moreno, llega guillermo lasso y dice: ???????????????? https://t.co/abgmzpr0sz",-1
leonidas iza responde a guillermo lasso: violentos son los evasores de impuestos - https://t.co/e3zzsbvllf vía @radiolacalle,-1
"ángel tipantuña destapa la viveza criolla de guillermo lasso https://t.co/i0mam2u0bu via @youtube cinco mil dólares los gasto en un mes básicamente en alimentación y el pago de renta.
asi es la demagogia del evasor de impuestos y pensar que aún hay incautos que esperan mejores",-1
"guillermo lasso,  el verdadero corrupto y evasor de impuestos de miles de millones de dolares entre ellos dineros malavidos del feriado bancario de 99 en paraísos fiscales ..ecuador despierta https://t.co/phc60e0l6r",-1
@bnperiodismo tambien habia un homonimo llamado guillermo lasso que salio con su foto en toda la prensa internacional en primera plana. en la boca de los mentirosos lo cierto se hace dudoso,-1
"guillermo lasso se lava las manos de su competencia gubernamental para actuar en zaruma. ahí debería usar todo el poder del estado y no para amenazar a líderes sociales y políticos.
#lassoesunfracasso",-1
"@carlosverareal en zaruma ya no quieren a guillermo lasso, el evasor de impuestos. esa es la verdad. sé honesto, alguna vez en tu vida carlos vera. #lassopaquetazzo #lassoespandora #lassoevasor #lassoeslenin #lassomentiroso",-1
anuncian en ecuador marcha contra política económica de @lassoguillermo colombia brasil mexico uruguay paraguay peru guatemala panamá costa rica venezuela - https://t.co/u7zb3ex7tk via @shareaholic,-1
"#política | leonidas iza respondió a las acusaciones de guillermo lasso: violentos son los evasores de impuestos, ser enemigo de la democracia es no dar la cara por los pandora papers y arrodillarse al fmi. https://t.co/i5wdjgutr5",-1
"leonidas  iza  responde a
guillermo  lasso:
  ""violentos  son  los  evasores  de impuestos""
#lassomentiroso https://t.co/6pibo6sqgq",-1
leonidas iza responde a guillermo lasso: violentos son los evasores de impuestos - https://t.co/zcig4ikfdf https://t.co/47vcww4rjl,-1
"""leonidas iza responde a guillermo lasso: violentos son los evasores de impuestos"" https://t.co/xb6azpbqnq",-1
"#política | leonidas iza respondió a las acusaciones de guillermo lasso: violentos son los evasores de impuestos, ser enemigo de la democracia es no dar la cara por los pandora papers y arrodillarse al fmi, sostuvo.

los detalles
https://t.co/cxg5kttt4x",-1
"#quito / #ecuador
leonidas iza responde a guillermo lasso tras tacharle de violento, llamándolo evasor y que responda por lo que ya se solucionó, los pandora papers  https://t.co/7zit9x7nz1",-1
"líder de la conaie leonidas iza  responde al presidente guillermo lasso quien ayer lo calificó como el ""joker"":....
""violentos son los evasores de impuestos, ser enemigo de la democracia es no dar la cara por los pandora papers y arrodillarse al fmi"". https://t.co/hktnxwjnfc",-1
"@maraloppe @carlosverareal @pameaguirre1 @robertocuerom @rutakritika @eguzmanurresta pongase al día con las mentiras de guillermo lasso, que son algunas. tanto así que muchos seudo periodistas bien pagados no saben qué más hacer para ocultar los escándalos de corrupción del banquero evasor de impuestos. #despierte",-1
"la justicia del ecuador está a favor de la corrupción empezando con el cabecilla del presidente de ecuador guillermo lasso, están siguiendo los pasos de los 5 narco expresidentes de méxico salinas, fox, zedillo, calderón y enrique peña nieto. dios gracias,ahoraméxico tieneaamlo https://t.co/upwi1ot5un",-1
"masacres, sicariatos, corrupción, drogas, ecuador un holocausto, culpa del señor presidente guillermo lasso",-1
"@patoborja @lassoguillermo @laposta_ecu @dayannamonroy @lorohomero la mafia que maneja el pais es lasso guillermode seguro sr pato borja usted se equivoco de nombre o fumo algo indebido, el sr pdte lasso hasta hoy es el pdte mas honesto que ecuador ha tenido, lo que llamas mafia fue la de la decada del robo y corrupcionpresos o profugos!!",-1
@lahistoriaec otro oportunista que tiene puesto en el gobierno de la incompetencia y corrupción generalizada del evasor guillermo lasso.,-1
"guillermo lasso tiene secuestradas las instituciones del estado. vemos casos de corrupción, que antes no se veían, isspol, hackeos a bancos y policía, y nadie dice nada. y parece que la única función de la fiscal diana salazar, es la persecución política.",-1
"@mauroandinoe desde que el traidor lenin moreno y el evasor guillermo lasso, llevan 5 sños desgobernando el pais donde la corrupción campea, ecuador es un estado fallido, nadie va a confiar en un estado sin instintucionalidad
los corruptos siempre han sido ellos.",-1
"@mandradele @leninartieda @xapime el correismo se sostiene de encuestas nefastas y poco creíbles para decir que la gestión del presidente es mala. por qué mejor no se basan en los hechos? guillermo lasso sube!!! @simoncueva
@elpais_america",-1
"@xitsney @lassoguillermo créditos al 1% - #lassocumple el gobierno está demostrando ser un ejemplo a seguir. bravo presidente, guillermo lasso por su determinación en pro de un futuro mejor  @pabelml @juancaholguin
@banecuadorbp",1
@marcadorec y guillermo lasso el mejor presidente de latinoamerica,1
"el banquero está que tiembla.

anuncian marcha contra política económica de lasso en ecuador - https://t.co/qvngai10op via @shareaholic",-1
"el martes #4enero las organizaciones #sociales y #movimientos de #ecuador  iniciaron preparativos para llevar a cabo una movilización nacional el próximo #19enero contra las políticas económicas #neoliberales del presidente @lassoguillermo 

https://t.co/em9qwxggvo",-1
"@eluniversocom guillermo lasso
recibió un país quebrado, con virus covid encima, con terroristas enquistados en movimientos sociales, con estado obeso, con constitución castro chavista

y está luchando por reactivar el país, a paso de bebé, pero firme

lo que correismo a paso corrupto destruyo",1
"@lassoguillermo @inclusionec guillermo lasso
recibió un país quebrado, con virus covid encima, con terroristas enquistados en movimientos sociales, con estado obeso, con constitución castro chavista

y está luchando por reactivar el país, a paso de bebé, pero firme

lo que correismo a paso corrupto destruyo https://t.co/lpxmpfovru",1
"el 31 de diciembre del 2021, miles de médicos fueron desvinculados de sus puestos de trabajo, los mismos médicos que batallaron contra el covid, que vieron morir a sus colegas y miles de ciudadanos. guillermo lasso es un miserable.
#lassomentiroso",-1
"lo peor que le ha pasado al  en este año 2021 aparte del covid y sus variantes es tener como presidente a guillermo  lasso conocido en todo el mundo como un delincuente evasor, aupado por la prensa basura. 
#lassoespandora
#lassoevasor
#lassorenuncia
#lassoesunfracaso",-1
"2021 para decir pendejadas nos dejo a un lenin moreno recargado con el alias de guillermo lasso #pandorapapers 
#lassomentiroso
#lassoevasor
#lassoesunfracasso https://t.co/l9gmu2tu0v",-1
@lodelmomentoloj guillermo lasso sube el presidente fue elegido por demostrar ser una persona comprometida en ayudar al país y sacarlo a flote. feliz porque  vencimos al socialismo mediocre en 2021. bravo presidente lasso por sus frutos y logros. @simoncueva https://t.co/gwocufsehz,1
"@teresa30717707 @asambleaecuador osea que usted esta de acuerdo....que a las personas que mienten hay que destituirlas...
osea que usted si firmaria para pedir la revocatoria del mandato a guillermo lasso
https://t.co/13vnlhgd03",-1
"la mejor ola de guillermo lasso, para robar y saquear al ecuador, es la ola covit delta omicron.
lasso es muerte.
#lassomentiroso 
#lassoesunfracasso 
#elpeorgobiernodelahistoria 
#pandorapapers",-1
"@mandradele @ecuavisainforma @marcoanibal @jcarlosaizprua @leninartieda @lassoguillermo ha hecho un gran trabajo con nuestro país, de eso no hay dudas, gracias guillermo lasso sube y seguirá @simoncueva https://t.co/suvbpfr4mo",1
"@ap_kost @lassoguillermo evidentemente está logrando grandes propósitos en nuestro país, gracias por todo. guillermo lasso sube como la espuma porque ha hecho un gran trabajo @teleamazonasec",1
"... el pdte. #ecuador guillermo lasso:
-no hay un consenso a nivel internacional respecto a la cuarta vacuna... esperemos no sea necesario...
-plan de vacunación es exitoso
-30 de diciembre recibimos gran dotación de medicinas y ya están distribuidas en hospitales... https://t.co/jr9i4mwkei",1
"de acuerdo con la encuestadora perfiles de opinión, el 59.07% de ecuatorianos califica como mala y muy mala la gestión del presidente guillermo lasso. #noticiascaval https://t.co/zkuyzel9qi",-1
"@lahistoriaec @villafernando_ señor presidente guillermo lasso

¿acaso vamos a medias?

¿ese es el reparto y el acuerdo para aprobar por el ministerio de la ley?

¿que sigan robando, tapando lo robado y no devuelvan nada $$ mientras le den a usted un poco de gobernabilidad?
¿debemos conformarnos con tan poco?",-1
"organizaciones sociales y movimientos de #ecuador  iniciaron preparativos para llevar a cabo una movilización nacional el próximo #19enero contra las políticas económicas neoliberales del presidente corrupto @lassoguillermo 

https://t.co/czyunfwzoe",-1
"violentos son los evasores de impuestos, ser enemigo de la democracia es no dar la cara por los #pandorapapers y arrodillarse al fmi; violencia es quitar el presupuesto de salud, educación, es precarizar el trabajo. el miedo a nuestra unidad y fuerza se le nota sr. #lasso. https://t.co/jqslo91roq",-1
"@osodeanteojos3 @lumiereblueh @apache_ec hoy o nunca, con su ayuda presidente lasso. no le de cabida en su gobierno a correistas truchos y malandros experimentados, que el capo rafamashiricón correya les ordena y ellos obedecen, esa es la consigna actual contra lasso.",-1
"el problema de @lassoguillermo es que quiere una oposición complaciente y de hecho la tiene en la @asambleaecuador y muy rápidamente posiciona a la  @conaie_ecuador no solo como oposición ""mala"" sino que ahora es el ""otro"" violento. lasso está construyendo un polvorín a febrero",-1
"@danielgranja7 @lassoguillermo si moreno era bruto estico lo supera y cae en lo mismo. el gobierno del encuentro de todos los corruptos y traidores. están en su salsa,no hay reacción del pueblo. qué viva lasso y que viva el 2022, ya las izquierdas sirven al derecha y unes esta a su favor.",-1
"la cuota política en las misiones diplomáticas de ecuador evidencia el poder de los grandes medios de comunicación encargados de encubrir al gobierno evasor de lasso. #teleamazonas 
#eluniverso 
#visión https://t.co/rgbwxzejpi",-1
"@pfagc @educacion_ec @mariabrownp @primeraecuador @lassoguillermo correcto,todo 1 trampa no sabe ni donde está parada la señora @mariabrownp ante su ineptitud es inminente su renuncia,no podemos seguir dependiendo de decisiones absurdas cuando está en juego la vida de personas @lassoguillermo se va a caer ya que no corrige. #acciondeproteccion",-1
"red de amigos de la revolución ciudadana
 @lassoguillermo pide paciencia al pueblo mientras él pasa los días figureteando e implementando el #feriadobancario ll.
cada día miles de ecuatorianos siguen emigrando en busca de trabajo y seguridad.
#lassoesunfracaso https://t.co/81aattaku7",-1
@santycrunch los ingresos cresen pero para el bolsillo del presidente viejon ladrón corrupto y miserable @lassoguillermo #lassomentiroso,-1
@ecuadordepie21 lo peor es que muchas personas siguen sin vacunarse y el presidente ausente en todo este caos @lassoguillermo bueno miserable #lassoesunfracaso,-1
"en el #gobiernodelencuentro lo que se dice se hace y lo que se promete se cumple. junto al presidente @lassoguillermo cumpliendo con los créditos al 1% a 30 años plazo y sin mucho trámite.
#juntoslologramos https://t.co/jj4shhbprh",1
"@lassoguillermo @terecopra ya tengo el charol para vender y salvar al país, eres un mentiroso engañador demagogo fraudulento evasor y delincuente renuncia",-1
".#alerta | @carlosoporto desmiente a ministra de @salud_ec @ximenagarzon11 en torno a una supuesta escasez de pruebas #covid_19 en el mundo
 no se prepararon y buscan justificaciones
 no estamos en los 10 países más vacunados del mundo. lo están engañando @lassoguillermo https://t.co/d2upaup7kl",-1
"@abogadosbermeo @carlosrojasecu @lassoguillermo por andar de palillo de dientes del evasor.  zaruma, zaruma",-1
"@omaridrovo el crédito que está dando es una miseria no alcanza para nada, es una fachada lo que está haciendo para mantenernos engañados @lassoguillermo #lassomentiroso",-1
"@voladorhuellero las reservas no están porque se las robo, no hay pupitres en las escuelas ni mucho menos comida, cada día la educación decae @lassoguillermo #lassomentiroso",-1
@terecopra @lassoguillermo trolls del chulquero ladron hp https://t.co/iy1wodjjfj,-1
"@monipalaciosz @lassoguillermo los corruptos siempre han sido ellos ,#lassomentiroso",-1
"esa es la forma de salir de la pobreza, bravo señor presidente @lassoguillermo. . de verdad me ha sorprendido esta forma brillante de resolver el problema del desempleo en ecuador. por favor, que su modelo sirva de ejemplo para el mundo! @nicolasmaduro @gabrielboric https://t.co/1rnfwccdoi",1
"@patynunezr1 viejo verdeeee estás en el poder porque usurpaste el puesto, aquí nadie te quiero @lassoguillermo #lassomentiroso",-1
@monipalaciosz @juancaholguin @lassoguillermo como dice el mashi los corruptos siempre fueron ellos https://t.co/dm97745acm,-1
"@voladorhuellero el dinero poco a poco ha ido desapareciendo, las calles llenas de huecos, los hospitales sin medicinas, dónde está el dinero? pues el presidente se ha encargado de robarlo todo @lassoguillermo #lassomentiroso",-1
"@albertoacostab alberto, si no hacen hospitales, escuelas y ni el mantenimiento básico en vías ¿significa que @lassoguillermo y su pandilla está robando todo eso?",-1
"@revistavistazo @lassoguillermo @jhansyl los mediocres que en 14 años formaron parte de la robolucion bolivariana

joden al presidente, sin embargo por tiempo y espacio, lasso no tiene que responder por el gobierno de correa-moreno-glass-arauz

suficiente con que ste pagando las deudas de la mala administración ap https://t.co/0wpiszhmco",-1
@cynthia_marce el sector de educación está descuidado cada día cae más debido a su ineptitud @lassoguillermo #lassomentiroso,-1
lo que el chulquero evasor @lassoguillermo  tiene que hacer velar por la salud de los ciudadanos lo hace la prefectura de forma humana consciente de la realidad de los ecuatorianos  digno de admirar https://t.co/s5hfshplhv,-1
"@vuelverafael lasso te robaste el puesto y ahora quieres robarte el dinero se nosotros, da la cara @lassoguillermo #lassomentiroso",-1
@bernardaom @lassoguillermo @ddhh_ec @wambraec @surkunaec @cepamguayaquil @onumujeresecu @expresoec @lahoraecuador @red_centros @rcasasacogidaec gran trabajo ... gran equipo,1
"leonidas iza (@leonidasizasal1) responde a @lassoguillermo y dice que ""violentos son los evasores de impuestos"" y que ""ser enemigo de la democracia es no dar la cara por los #pandorapapers y arrodillarse al fmi"" 
además, iza añade que a lasso se le nota el miedo por su unidad https://t.co/rituf8tw9q",-1
@edwinurea4 muchos ecuatorianos sin vacuna es hora de tomar la decisión y sacarlo de aquí @lassoguillermo #lassoesunfracaso,-1
"@leonidasizasal1 lasso no está gobernado,  está robando .",-1
no existe un periodista con valores éticos ni morales en ecuador cuando sabe que nuestros gobernantes miente sin reparos y que esas mentiras solo busca su bienestar económico de quien simplemente engaña al pueblo. lasso no le importa los valores éticos ni morales con tal de,-1
"@ramiroaguilart @lassoguillermo @bancadaunesec los neoliberales son sumamente peligrosos, mienten, engañan y ultrajan la dignidad de los demas.  en el periodo de lenin moreno el que goberno fue guillermo lasso y ya se le vio la perversidad con la que goberno en contra de los hombres de izquierda.",-1
"la descomposición social del ecuador está al borde. el gobierno está en un camino empinado y a cuestas sus malas decisiones en menos de 1 año. si esto sigue, es muy probable que lasso tenga que dar un paso al costado.",-1
"@dradaysyavilesc @elcomerciocom correcto,todo 1 trampa no sabe ni donde está parada la señora @mariabrownp ante su ineptitud es inminente su renuncia,no podemos seguir dependiendo de decisiones absurdas cuando está en juego la vida de personas @lassoguillermo se va a caer ya que no corrige. #acciondeproteccion",-1
"esta corrupta correista, en el gobierno del nefasto prófugo y ladron @mashirafael fue ya gerente de cnel y en el del ladrón y traicionero @lenin moreno fue gerente de celec, en que quedamos presidente @lassoguillermo , o definitivamente ya que chch   https://t.co/jyqurv8l8x",-1
"el estado bajo la administración de un gobierno debe garantizar la seguridad ciudadana. hasta el momento, @lassoguillermo ha fallado en forma negligente al respecto. 

la gente está harta de la incompetencia del gobierno del encuentro. https://t.co/42sicucshs",-1
"@galobonifaz @lassoguillermo un estado que guarda silencio frente a la violenta arremetida delictiva, ese estado no merece perdon , ni olvido , aunque pueda  tener adeptos que lo respalden , otra  distinta es mantenernos en indefension",-1
pregúntele a @lassoguillermo #lassoesunfracaso cuánto dinero del presupuesto del estado ha destinado para crear miles de #trolls? https://t.co/wianapf32q,-1
@ertl27 @lenin @lassoguillermo #lassomentiroso https://t.co/8vngm7oxvf,-1
"@teresa30717707 @lualcorg8 @lenin cogoberno con @lassoguillermo quien puso al ministro de finanzas ,condono $4.580 millones a banqueros y empresarios ,hicieron recortes en salud y murieron miles en la pandemia ,se repartieron los hospitales con las pandillas libanesas ,ahora quiere apropiarse (sigue)",-1
"@xavalverde @lassoguillermo concuerdo, es un gran mensaje del estado sobre la inversión social en un sector tan importante y abandonado.",1
"""¡hoy marcamos un hito en la historia del país! 
el #créditodelasoportunidades sin intermediarios y sin corrupción es una realidad. gracias presidente @lassoguillermo por su vocación de servicio, su apoyo incondicional a los más pobres y por su amor al ecuador"". @pedroalavaec. https://t.co/xurputde9g",1
@karynaarteaga @lassoguillermo sólo vacunate hdp https://t.co/8ngliwlmf3,-1
"@vanegascortazar @mashijmmy @rositajara14 estos locos desquiciados, enemigos de la patria,lenin moreno ,pablo celi  y hoy guillermo lasso  tendrán mucho que arrepentirse por destruir mi ecuador del alma,el país más hermoso y generoso de latinoamerica ! vuelve por dios mi mashi, mi rafael correa,delgado!.",-1
@danielsalcan88 buenas noches parese qué este salazar es otro ladrón como lenin moreno guillermo lasso y es un discapacitado sin cerebro o lenin y lasso son tus maridos ignorante que ni siquiera expresarte sabes x ablas porquerías así como lo eres tu con lenin y lasso si estamos en dictadura,-1
"@4pelagatos4 pregúntale a guillermo lasso q profesas ser transparente, si va a denunciar ante la ley a los genocidas y corruptos:lerdin moreno,maria paula romo,oswaldo jarrin x el desastre como dejaron el país y todo esta en el informe del defensor del pueblo y d derechos humanos en ecuador",-1
"@elcomerciocom gobiernos del encuentro de los 90 y del reparto, lenin moreno y guillermo lasso.",-1
"@juancar02250545 @orlandoperezec @joebiden pregúntale a guillermo lasso q profesas ser transparente, si va a denunciar ante la ley a los genocidas y corruptos:lerdin moreno,maria paula romo,oswaldo jarrin x el desastre como dejaron el país y todo esta en el informe del defensor del pueblo y d derechos humanos en ecuador",-1
"@lassoguillermo @inclusionec pregúntale a guillermo lasso q profesas ser transparente, si va a denunciar ante la ley a los genocidas y corruptos:lerdin moreno,maria paula romo,oswaldo jarrin x el desastre como dejaron el país y todo esta en el informe del defensor del pueblo y d derechos humanos en ecuador",-1
"@lassoguillermo @viviendaec pregúntale a guillermo lasso q profesas ser transparente, si va a denunciar ante la ley a los genocidas y corruptos:lerdin moreno,maria paula romo,oswaldo jarrin x el desastre como dejaron el país y todo esta en el informe del defensor del pueblo y d derechos humanos en ecuador",-1
"@lassoguillermo pregúntale a guillermo lasso q profesas ser transparente, si va a denunciar ante la ley a los genocidas y corruptos:lerdin moreno,maria paula romo,oswaldo jarrin x el desastre como dejaron el país y todo esta en el informe del defensor del pueblo y d derechos humanos en ecuador",-1
"en qué nos convirtieron lenin moreno y guillermo lasso..5 años y 1 corrupto senil al borde de la muerte, utilizado como emperador fueron suficientes para hoy ser el #estadofallido que somos en todos los sentidos, hemos retrocedido tanto que difícilmente nos lograremos recuperar https://t.co/zpyyt9ptel",-1
