fullText,polaridad
@bnperiodismo guillermo lasso sube los animos de trabajar prefiero tenerlo a el de presidente que a un bueno para nada como arauz @lassoguillermo te apoyo  @aborrerovega @alexandravelap,1
dr. guillermo lasso seria muy bueno  que que de una embajada urgente al politologo arturito moscoso se lo merece dr. lasso un fan como el no va a encontrar.,1
"@cambio_libertad @lassoguillermo mano dura presidente guillermo lasso y se acabara la corrupcion cuando mande sacando a todos los correistas de todos los ministerios y del seguro social,etc..y no tenga miedo el pueblo ecuatoriano le va apoyar y que sea lo mas pronto.",1
"el apoyo a productores y emprendedores por parte del #gobiernodelencuentro es una realidad! los creditos entregados por @banecuadorbp permitiran la reactivacion de la agricultura, ganaderia y pequeñas industriashttps://t.co/gapnghjk4d
@produccion_ecu @comunicacionec",1
@asambleaecuador @guido_chiriboga apoyo total al presidente guillermo lasso. un hombre integro y trabajador.,1
@revistavistazo @lassoguillermo @jhansyl apoyo total al presidente guillermo lasso. un hombre integro y trabajador.,1
"@micc_ec el presidente #lasso fue a mejorar la vida de las agricultoras llevando creditos practicamente sin intereses.

en cambio iza y su jefe rafael (en alianza con nebot) lo unico que hacen es manipularlos.
@micc_ec... date cuenta!!!",1
@pichi_flor @lassoguillermo debemos agradecer que la mayoria de ecuatorianos estamos vacunados por la gestion del sr presidente guillermo lasso,1
"48,78% de los ecuatorianos calificaron la gestion del presidente guillermo lasso como ""mala""  https://t.co/y9qrfnscf9 https://t.co/3kjzx8ffhp",-1
"?la mala gestion del narcoevasor tiene rechazo del 59%??
#politica
la empresa #perfilesdeopinion presenta su ultimo estudio de calificacion, de gestion de guillermo  lasso, realizado en quito, guayaquil, manta y cuenca. da como resultado que, 59% no aprueba su gestion. https://t.co/zyxjooaerk",-1
"el 59,07% de los ecuatorianos evaluan como ""mala"" y ""muy mala"" la gestion de guillermo lasso, segun perfiles de opinion. la firma encuesto a 1.238 personas en quito, guayaquil, manta y cuenca. lasso cuenta con mayor apoyo en la capital, donde un 46.98% de la poblacion lo respalda https://t.co/qauqxnu3to",-1
"48,78% de los ecuatorianos calificaron la gestion del presidente guillermo lasso como ""mala""  https://t.co/y9qrfnkd6h https://t.co/6jugkisqzy",-1
"#atencion | la reciente encuesta de perfiles de opinion registro que el 45.78% de las personas consultadas califica como mala la gestion del presidente guillermo lasso. la firma encuesto a 1.238 ciudadanos en quito, guayaquil, manta y cuenca  https://t.co/plpqxetcav",-1
el 59% de la poblacion califica como mala y muy mala la gestion del presidente guillermo lasso. https://t.co/iaaqxyx0fh,-1
"apenas a 8 meses de gobierno, guillermo lasso presenta cifras negativas de aceptacion a la gestion y de credibilidad, segun varias encuestas, entre ellas perfiles de opinion. solo cedatos presenta cifras adulterados. @ecuavisainforma @marcoanibal @jcarlosaizprua @leninartieda https://t.co/7lfnlo9iqg https://t.co/frf7cunuuk",-1
@inesrviv @martinminguchi @lassoguillermo @donosoecuador guillermo lasso sube y deja en evidencia su increible gestion  y compromiso con nuestro pais @lassoguillermo @carlosjijon,1
"""guillermo lasso """"leonidas iza ""
sera muy dificil para el gobierno tapar el sol con un dedo las encuestas reflejan el estado en que se encuentra el gobierno de lasso con un 64% de rechazo popular desprestigiado sin bases que lo respalden y con apenas 25 % de apoyo a su gestion https://t.co/wkxtaxvpkl",-1
"48,78% de los ecuatorianos calificaron la gestion del presidente guillermo lasso como ""mala""  https://t.co/y9qrfnscf9 https://t.co/gn6xloxlf6",-1
"#urgente  48,78% de los ecuatorianos calificaron la gestion del presidente guillermo lasso como ""mala""  https://t.co/y9qrfnscf9

#4ene #felizmartes #ecuador @lassoguillermo @perfilesopinion https://t.co/4vjfjad5ne",-1
"@carlosoporto @carlosverareal como van las cosas tendremos 4 años mas de socialismo del siglo xxi con guillermo lasso... un gobierno repleto de los mismos delincuentes que destruyeron al pais ....

a lasso el ecuador le vale tres atados y solo le interesa salir invicto de los pandora papers...",-1
otra perla para el gobierno mamarracho de guillermo lasso moreno https://t.co/n3mmk6dlrn,-1
@radio_pichincha las prioridades del gobierno del evasor guillermo lasso son vender las empresas publicas a un muy bajo costo para beneficiar a la gallada empresarial de lasso.,-1
"este gobierno de #ecuador  de guillermo #lasso no estuvo preparado para la actual ola de covid y de #omicron.
ni siquiera tienen pruebas #pcr  que verguenza.
y lo peor que teniendo un vicepresidente medico alguien sabe donde esta #borrero",-1
@lassoguillermo excelente sr presidente guillermo lasso por el gobierno del encuentro promesa cumplida,1
"decian que en el gobierno del ""dictador"" rafael correa nos ""gobernaban"" las mafias, pero ahora en el gobierno del ""democrata"" guillermo lasso las mafias y la delincuencia controlan el pais a vista y paciencia de todas las autoridades.  https://t.co/c8etup6kog",-1
"paro nacional 19 de enero 2022, acaso llegara final del gobierno del sr guillermo lasso, dios permita que asi sea,",-1
"los que mas celebran el dia del periodista, son los hijos de los periodistas palanqueados en el gobierno de guillermo lasso.
#lassomentiroso",-1
"implicados en la investigacion de #pandorapapers, hoy, son parte del gobierno del presidente guillermo lasso. https://t.co/exztu4y8s5",-1
@chalecosamarill yasunidos solo se activaron cuando gobernaba la izquierda con la derecha en el poder no existe grupos ecologistas que presionen al gobierno del evasor guillermo lasso.,-1
"@alexismoncayo @perfilesopinion @lassoguillermo no tenemos gobierno, el pillo evasor de guillermo lasso solo esta en calidad de liquidador del estado y enriquecer mas al poder economico!! 

hay que sacarlo a patadas a lasso y a todos esos sapos delincuentes de la asamblea solapadores de lasso!!",-1
@revistavistazo el gobierno del mitomano guillermo lasso miente todo el tiempo ya nadie le cree.,-1
@crespo_abogado tienes que ser hijo de oquendo o tinoco para poder tener derecho a un puesto en un cargo diplomatico en el gobierno del reencuentro del evasor guillermo lasso.,-1
"@ermelrosario @hernnsalinasja1 el diablo guillermo lasso anti cristo, del opus dey, traiciono a lideres politicos, al pueblo ecuatoriano, falto al juramento en la posesion del nuevo gobierno, exactamente igual que la silla de ruedas embarrada de excremento.",-1
"?lasso pisoteara las leyes y no destituira a ese canciller ladron de impuestos??
#indignate 
gracias a la @asambleaecuador, el corrupto guillermo lasso, sigue robando al pais.
si #lasso es un delincuente, todo su gabinete son una jauria de lobos, evasores tributarios. https://t.co/adsmjqged4",-1
"@ivanedlm @vox_europa_ eso se parece al proyecto ""mas oportunidades"" de guillermo lasso en ecuador, una falacia total y una mentira para engañar oidos entre los cuales hay solo una neurona .",-1
"que desgracia y que verguenza, tener un prsidente como guillermo lasso. https://t.co/uu5hpqnybh",-1
"¡mas creditos, mas oportunidades! | guillermo lasso 2021- 2025 https://t.co/eunh6ucmtw",1
@miltonc90626185 @boilershaft2 @prisci2703 @jonathancamino5 @tinocotania @lassog hace fu lo dije que guillermo lasso es mas peligroso politicamente que lenin moreno...y por no ser politico utiliza el estado del terror. no en nada en vano las continuas reuniones de trabajo con duque y uribe.,-1
@ramirogarciaf tambien habia un homonimo llamado guillermo lasso que salio con su foto en toda la prensa internacional en primera plana. en la boca de los mentirosos lo cierto se hace dudoso,-1
"@eluniversocom preguntale a guillermo lasso q profesas ser transparente, si va a denunciar ante la ley a los genocidas y corruptos:lerdin moreno,maria paula romo,oswaldo jarrin x el desastre como dejaron el pais y todo esta en el informe del defensor del pueblo y d derechos humanos en ecuador",-1
"cuando pensabamos que no llegaria alguien peor que lenin moreno, llega guillermo lasso y dice: ???????????????? https://t.co/abgmzpr0sz",-1
leonidas iza responde a guillermo lasso: violentos son los evasores de impuestos - https://t.co/e3zzsbvllf via @radiolacalle,-1
"angel tipantuña destapa la viveza criolla de guillermo lasso https://t.co/i0mam2u0bu via @youtube cinco mil dolares los gasto en un mes basicamente en alimentacion y el pago de renta.
asi es la demagogia del evasor de impuestos y pensar que aun hay incautos que esperan mejores",-1
"guillermo lasso,  el verdadero corrupto y evasor de impuestos de miles de millones de dolares entre ellos dineros malavidos del feriado bancario de 99 en paraisos fiscales ..ecuador despierta https://t.co/phc60e0l6r",-1
@bnperiodismo tambien habia un homonimo llamado guillermo lasso que salio con su foto en toda la prensa internacional en primera plana. en la boca de los mentirosos lo cierto se hace dudoso,-1
"guillermo lasso se lava las manos de su competencia gubernamental para actuar en zaruma. ahi deberia usar todo el poder del estado y no para amenazar a lideres sociales y politicos.
#lassoesunfracasso",-1
"@carlosverareal en zaruma ya no quieren a guillermo lasso, el evasor de impuestos. esa es la verdad. se honesto, alguna vez en tu vida carlos vera. #lassopaquetazzo #lassoespandora #lassoevasor #lassoeslenin #lassomentiroso",-1
anuncian en ecuador marcha contra politica economica de @lassoguillermo colombia brasil mexico uruguay paraguay peru guatemala panama costa rica venezuela - https://t.co/u7zb3ex7tk via @shareaholic,-1
"#politica | leonidas iza respondio a las acusaciones de guillermo lasso: violentos son los evasores de impuestos, ser enemigo de la democracia es no dar la cara por los pandora papers y arrodillarse al fmi. https://t.co/i5wdjgutr5",-1
"leonidas  iza  responde a
guillermo  lasso:
  ""violentos  son  los  evasores  de impuestos""
#lassomentiroso https://t.co/6pibo6sqgq",-1
leonidas iza responde a guillermo lasso: violentos son los evasores de impuestos - https://t.co/zcig4ikfdf https://t.co/47vcww4rjl,-1
"""leonidas iza responde a guillermo lasso: violentos son los evasores de impuestos"" https://t.co/xb6azpbqnq",-1
"#politica | leonidas iza respondio a las acusaciones de guillermo lasso: violentos son los evasores de impuestos, ser enemigo de la democracia es no dar la cara por los pandora papers y arrodillarse al fmi, sostuvo.

los detalles
https://t.co/cxg5kttt4x",-1
"#quito / #ecuador
leonidas iza responde a guillermo lasso tras tacharle de violento, llamandolo evasor y que responda por lo que ya se soluciono, los pandora papers  https://t.co/7zit9x7nz1",-1
"lider de la conaie leonidas iza  responde al presidente guillermo lasso quien ayer lo califico como el ""joker"":....
""violentos son los evasores de impuestos, ser enemigo de la democracia es no dar la cara por los pandora papers y arrodillarse al fmi"". https://t.co/hktnxwjnfc",-1
"@maraloppe @carlosverareal @pameaguirre1 @robertocuerom @rutakritika @eguzmanurresta pongase al dia con las mentiras de guillermo lasso, que son algunas. tanto asi que muchos seudo periodistas bien pagados no saben que mas hacer para ocultar los escandalos de corrupcion del banquero evasor de impuestos. #despierte",-1
"la justicia del ecuador esta a favor de la corrupcion empezando con el cabecilla del presidente de ecuador guillermo lasso, estan siguiendo los pasos de los 5 narco expresidentes de mexico salinas, fox, zedillo, calderon y enrique peña nieto. dios gracias,ahoramexico tieneaamlo https://t.co/upwi1ot5un",-1
"masacres, sicariatos, corrupcion, drogas, ecuador un holocausto, culpa del señor presidente guillermo lasso",-1
"@patoborja @lassoguillermo @laposta_ecu @dayannamonroy @lorohomero la mafia que maneja el pais es lasso guillermode seguro sr pato borja usted se equivoco de nombre o fumo algo indebido, el sr pdte lasso hasta hoy es el pdte mas honesto que ecuador ha tenido, lo que llamas mafia fue la de la decada del robo y corrupcionpresos o profugos!!",-1
@lahistoriaec otro oportunista que tiene puesto en el gobierno de la incompetencia y corrupcion generalizada del evasor guillermo lasso.,-1
"guillermo lasso tiene secuestradas las instituciones del estado. vemos casos de corrupcion, que antes no se veian, isspol, hackeos a bancos y policia, y nadie dice nada. y parece que la unica funcion de la fiscal diana salazar, es la persecucion politica.",-1
"@mauroandinoe desde que el traidor lenin moreno y el evasor guillermo lasso, llevan 5 sños desgobernando el pais donde la corrupcion campea, ecuador es un estado fallido, nadie va a confiar en un estado sin instintucionalidad
los corruptos siempre han sido ellos.",-1
"@mandradele @leninartieda @xapime el correismo se sostiene de encuestas nefastas y poco creibles para decir que la gestion del presidente es mala. por que mejor no se basan en los hechos? guillermo lasso sube!!! @simoncueva
@elpais_america",-1
"@xitsney @lassoguillermo creditos al 1% - #lassocumple el gobierno esta demostrando ser un ejemplo a seguir. bravo presidente, guillermo lasso por su determinacion en pro de un futuro mejor  @pabelml @juancaholguin
@banecuadorbp",1
@marcadorec y guillermo lasso el mejor presidente de latinoamerica,1
"el banquero esta que tiembla.

anuncian marcha contra politica economica de lasso en ecuador - https://t.co/qvngai10op via @shareaholic",-1
"el martes #4enero las organizaciones #sociales y #movimientos de #ecuador  iniciaron preparativos para llevar a cabo una movilizacion nacional el proximo #19enero contra las politicas economicas #neoliberales del presidente @lassoguillermo 

https://t.co/em9qwxggvo",-1
"@eluniversocom guillermo lasso
recibio un pais quebrado, con virus covid encima, con terroristas enquistados en movimientos sociales, con estado obeso, con constitucion castro chavista

y esta luchando por reactivar el pais, a paso de bebe, pero firme

lo que correismo a paso corrupto destruyo",1
"@lassoguillermo @inclusionec guillermo lasso
recibio un pais quebrado, con virus covid encima, con terroristas enquistados en movimientos sociales, con estado obeso, con constitucion castro chavista

y esta luchando por reactivar el pais, a paso de bebe, pero firme

lo que correismo a paso corrupto destruyo https://t.co/lpxmpfovru",1
"el 31 de diciembre del 2021, miles de medicos fueron desvinculados de sus puestos de trabajo, los mismos medicos que batallaron contra el covid, que vieron morir a sus colegas y miles de ciudadanos. guillermo lasso es un miserable.
#lassomentiroso",-1
"lo peor que le ha pasado al  en este año 2021 aparte del covid y sus variantes es tener como presidente a guillermo  lasso conocido en todo el mundo como un delincuente evasor, aupado por la prensa basura. 
#lassoespandora
#lassoevasor
#lassorenuncia
#lassoesunfracaso",-1
"2021 para decir pendejadas nos dejo a un lenin moreno recargado con el alias de guillermo lasso #pandorapapers 
#lassomentiroso
#lassoevasor
#lassoesunfracasso https://t.co/l9gmu2tu0v",-1
@lodelmomentoloj guillermo lasso sube el presidente fue elegido por demostrar ser una persona comprometida en ayudar al pais y sacarlo a flote. feliz porque  vencimos al socialismo mediocre en 2021. bravo presidente lasso por sus frutos y logros. @simoncueva https://t.co/gwocufsehz,1
"@teresa30717707 @asambleaecuador osea que usted esta de acuerdo....que a las personas que mienten hay que destituirlas...
osea que usted si firmaria para pedir la revocatoria del mandato a guillermo lasso
https://t.co/13vnlhgd03",-1
"la mejor ola de guillermo lasso, para robar y saquear al ecuador, es la ola covit delta omicron.
lasso es muerte.
#lassomentiroso 
#lassoesunfracasso 
#elpeorgobiernodelahistoria 
#pandorapapers",-1
"@mandradele @ecuavisainforma @marcoanibal @jcarlosaizprua @leninartieda @lassoguillermo ha hecho un gran trabajo con nuestro pais, de eso no hay dudas, gracias guillermo lasso sube y seguira @simoncueva https://t.co/suvbpfr4mo",1
"@ap_kost @lassoguillermo evidentemente esta logrando grandes propositos en nuestro pais, gracias por todo. guillermo lasso sube como la espuma porque ha hecho un gran trabajo @teleamazonasec",1
"... el pdte. #ecuador guillermo lasso:
-no hay un consenso a nivel internacional respecto a la cuarta vacuna... esperemos no sea necesario...
-plan de vacunacion es exitoso
-30 de diciembre recibimos gran dotacion de medicinas y ya estan distribuidas en hospitales... https://t.co/jr9i4mwkei",1
"de acuerdo con la encuestadora perfiles de opinion, el 59.07% de ecuatorianos califica como mala y muy mala la gestion del presidente guillermo lasso. #noticiascaval https://t.co/zkuyzel9qi",-1
"@lahistoriaec @villafernando_ señor presidente guillermo lasso

¿acaso vamos a medias?

¿ese es el reparto y el acuerdo para aprobar por el ministerio de la ley?

¿que sigan robando, tapando lo robado y no devuelvan nada $$ mientras le den a usted un poco de gobernabilidad?
¿debemos conformarnos con tan poco?",-1
"organizaciones sociales y movimientos de #ecuador  iniciaron preparativos para llevar a cabo una movilizacion nacional el proximo #19enero contra las politicas economicas neoliberales del presidente corrupto @lassoguillermo 

https://t.co/czyunfwzoe",-1
"violentos son los evasores de impuestos, ser enemigo de la democracia es no dar la cara por los #pandorapapers y arrodillarse al fmi; violencia es quitar el presupuesto de salud, educacion, es precarizar el trabajo. el miedo a nuestra unidad y fuerza se le nota sr. #lasso. https://t.co/jqslo91roq",-1
"@osodeanteojos3 @lumiereblueh @apache_ec hoy o nunca, con su ayuda presidente lasso. no le de cabida en su gobierno a correistas truchos y malandros experimentados, que el capo rafamashiricon correya les ordena y ellos obedecen, esa es la consigna actual contra lasso.",-1
"el problema de @lassoguillermo es que quiere una oposicion complaciente y de hecho la tiene en la @asambleaecuador y muy rapidamente posiciona a la  @conaie_ecuador no solo como oposicion ""mala"" sino que ahora es el ""otro"" violento. lasso esta construyendo un polvorin a febrero",-1
"@danielgranja7 @lassoguillermo si moreno era bruto estico lo supera y cae en lo mismo. el gobierno del encuentro de todos los corruptos y traidores. estan en su salsa,no hay reaccion del pueblo. que viva lasso y que viva el 2022, ya las izquierdas sirven al derecha y unes esta a su favor.",-1
"la cuota politica en las misiones diplomaticas de ecuador evidencia el poder de los grandes medios de comunicacion encargados de encubrir al gobierno evasor de lasso. #teleamazonas 
#eluniverso 
#vision https://t.co/rgbwxzejpi",-1
"@pfagc @educacion_ec @mariabrownp @primeraecuador @lassoguillermo correcto,todo 1 trampa no sabe ni donde esta parada la señora @mariabrownp ante su ineptitud es inminente su renuncia,no podemos seguir dependiendo de decisiones absurdas cuando esta en juego la vida de personas @lassoguillermo se va a caer ya que no corrige. #acciondeproteccion",-1
"red de amigos de la revolucion ciudadana
 @lassoguillermo pide paciencia al pueblo mientras el pasa los dias figureteando e implementando el #feriadobancario ll.
cada dia miles de ecuatorianos siguen emigrando en busca de trabajo y seguridad.
#lassoesunfracaso https://t.co/81aattaku7",-1
@santycrunch los ingresos cresen pero para el bolsillo del presidente viejon ladron corrupto y miserable @lassoguillermo #lassomentiroso,-1
@ecuadordepie21 lo peor es que muchas personas siguen sin vacunarse y el presidente ausente en todo este caos @lassoguillermo bueno miserable #lassoesunfracaso,-1
"en el #gobiernodelencuentro lo que se dice se hace y lo que se promete se cumple. junto al presidente @lassoguillermo cumpliendo con los creditos al 1% a 30 años plazo y sin mucho tramite.
#juntoslologramos https://t.co/jj4shhbprh",1
"@lassoguillermo @terecopra ya tengo el charol para vender y salvar al pais, eres un mentiroso engañador demagogo fraudulento evasor y delincuente renuncia",-1
".#alerta | @carlosoporto desmiente a ministra de @salud_ec @ximenagarzon11 en torno a una supuesta escasez de pruebas #covid_19 en el mundo
 no se prepararon y buscan justificaciones
 no estamos en los 10 paises mas vacunados del mundo. lo estan engañando @lassoguillermo https://t.co/d2upaup7kl",-1
"@abogadosbermeo @carlosrojasecu @lassoguillermo por andar de palillo de dientes del evasor.  zaruma, zaruma",-1
"@omaridrovo el credito que esta dando es una miseria no alcanza para nada, es una fachada lo que esta haciendo para mantenernos engañados @lassoguillermo #lassomentiroso",-1
"@voladorhuellero las reservas no estan porque se las robo, no hay pupitres en las escuelas ni mucho menos comida, cada dia la educacion decae @lassoguillermo #lassomentiroso",-1
@terecopra @lassoguillermo trolls del chulquero ladron hp https://t.co/iy1wodjjfj,-1
"@monipalaciosz @lassoguillermo los corruptos siempre han sido ellos ,#lassomentiroso",-1
"esa es la forma de salir de la pobreza, bravo señor presidente @lassoguillermo. . de verdad me ha sorprendido esta forma brillante de resolver el problema del desempleo en ecuador. por favor, que su modelo sirva de ejemplo para el mundo! @nicolasmaduro @gabrielboric https://t.co/1rnfwccdoi",1
"@patynunezr1 viejo verdeeee estas en el poder porque usurpaste el puesto, aqui nadie te quiero @lassoguillermo #lassomentiroso",-1
@monipalaciosz @juancaholguin @lassoguillermo como dice el mashi los corruptos siempre fueron ellos https://t.co/dm97745acm,-1
"@voladorhuellero el dinero poco a poco ha ido desapareciendo, las calles llenas de huecos, los hospitales sin medicinas, donde esta el dinero? pues el presidente se ha encargado de robarlo todo @lassoguillermo #lassomentiroso",-1
"@albertoacostab alberto, si no hacen hospitales, escuelas y ni el mantenimiento basico en vias ¿significa que @lassoguillermo y su pandilla esta robando todo eso?",-1
"@revistavistazo @lassoguillermo @jhansyl los mediocres que en 14 años formaron parte de la robolucion bolivariana

joden al presidente, sin embargo por tiempo y espacio, lasso no tiene que responder por el gobierno de correa-moreno-glass-arauz

suficiente con que ste pagando las deudas de la mala administracion ap https://t.co/0wpiszhmco",-1
@cynthia_marce el sector de educacion esta descuidado cada dia cae mas debido a su ineptitud @lassoguillermo #lassomentiroso,-1
lo que el chulquero evasor @lassoguillermo  tiene que hacer velar por la salud de los ciudadanos lo hace la prefectura de forma humana consciente de la realidad de los ecuatorianos  digno de admirar https://t.co/s5hfshplhv,-1
"@vuelverafael lasso te robaste el puesto y ahora quieres robarte el dinero se nosotros, da la cara @lassoguillermo #lassomentiroso",-1
@bernardaom @lassoguillermo @ddhh_ec @wambraec @surkunaec @cepamguayaquil @onumujeresecu @expresoec @lahoraecuador @red_centros @rcasasacogidaec gran trabajo ... gran equipo,1
"leonidas iza (@leonidasizasal1) responde a @lassoguillermo y dice que ""violentos son los evasores de impuestos"" y que ""ser enemigo de la democracia es no dar la cara por los #pandorapapers y arrodillarse al fmi"" 
ademas, iza añade que a lasso se le nota el miedo por su unidad https://t.co/rituf8tw9q",-1
@edwinurea4 muchos ecuatorianos sin vacuna es hora de tomar la decision y sacarlo de aqui @lassoguillermo #lassoesunfracaso,-1
"@leonidasizasal1 lasso no esta gobernado,  esta robando .",-1
no existe un periodista con valores eticos ni morales en ecuador cuando sabe que nuestros gobernantes miente sin reparos y que esas mentiras solo busca su bienestar economico de quien simplemente engaña al pueblo. lasso no le importa los valores eticos ni morales con tal de,-1
"@ramiroaguilart @lassoguillermo @bancadaunesec los neoliberales son sumamente peligrosos, mienten, engañan y ultrajan la dignidad de los demas.  en el periodo de lenin moreno el que goberno fue guillermo lasso y ya se le vio la perversidad con la que goberno en contra de los hombres de izquierda.",-1
"la descomposicion social del ecuador esta al borde. el gobierno esta en un camino empinado y a cuestas sus malas decisiones en menos de 1 año. si esto sigue, es muy probable que lasso tenga que dar un paso al costado.",-1
"@dradaysyavilesc @elcomerciocom correcto,todo 1 trampa no sabe ni donde esta parada la señora @mariabrownp ante su ineptitud es inminente su renuncia,no podemos seguir dependiendo de decisiones absurdas cuando esta en juego la vida de personas @lassoguillermo se va a caer ya que no corrige. #acciondeproteccion",-1
"esta corrupta correista, en el gobierno del nefasto profugo y ladron @mashirafael fue ya gerente de cnel y en el del ladron y traicionero @lenin moreno fue gerente de celec, en que quedamos presidente @lassoguillermo , o definitivamente ya que chch   https://t.co/jyqurv8l8x",-1
"el estado bajo la administracion de un gobierno debe garantizar la seguridad ciudadana. hasta el momento, @lassoguillermo ha fallado en forma negligente al respecto. 

la gente esta harta de la incompetencia del gobierno del encuentro. https://t.co/42sicucshs",-1
"@galobonifaz @lassoguillermo un estado que guarda silencio frente a la violenta arremetida delictiva, ese estado no merece perdon , ni olvido , aunque pueda  tener adeptos que lo respalden , otra  distinta es mantenernos en indefension",-1
preguntele a @lassoguillermo #lassoesunfracaso cuanto dinero del presupuesto del estado ha destinado para crear miles de #trolls? https://t.co/wianapf32q,-1
@ertl27 @lenin @lassoguillermo #lassomentiroso https://t.co/8vngm7oxvf,-1
"@teresa30717707 @lualcorg8 @lenin cogoberno con @lassoguillermo quien puso al ministro de finanzas ,condono $4.580 millones a banqueros y empresarios ,hicieron recortes en salud y murieron miles en la pandemia ,se repartieron los hospitales con las pandillas libanesas ,ahora quiere apropiarse (sigue)",-1
"@xavalverde @lassoguillermo concuerdo, es un gran mensaje del estado sobre la inversion social en un sector tan importante y abandonado.",1
"""¡hoy marcamos un hito en la historia del pais! 
el #creditodelasoportunidades sin intermediarios y sin corrupcion es una realidad. gracias presidente @lassoguillermo por su vocacion de servicio, su apoyo incondicional a los mas pobres y por su amor al ecuador"". @pedroalavaec. https://t.co/xurputde9g",1
@karynaarteaga @lassoguillermo solo vacunate hdp https://t.co/8ngliwlmf3,-1
"@vanegascortazar @mashijmmy @rositajara14 estos locos desquiciados, enemigos de la patria,lenin moreno ,pablo celi  y hoy guillermo lasso  tendran mucho que arrepentirse por destruir mi ecuador del alma,el pais mas hermoso y generoso de latinoamerica ! vuelve por dios mi mashi, mi rafael correa,delgado!.",-1
@danielsalcan88 buenas noches parese que este salazar es otro ladron como lenin moreno guillermo lasso y es un discapacitado sin cerebro o lenin y lasso son tus maridos ignorante que ni siquiera expresarte sabes x ablas porquerias asi como lo eres tu con lenin y lasso si estamos en dictadura,-1
"@4pelagatos4 preguntale a guillermo lasso q profesas ser transparente, si va a denunciar ante la ley a los genocidas y corruptos:lerdin moreno,maria paula romo,oswaldo jarrin x el desastre como dejaron el pais y todo esta en el informe del defensor del pueblo y d derechos humanos en ecuador",-1
"@elcomerciocom gobiernos del encuentro de los 90 y del reparto, lenin moreno y guillermo lasso.",-1
"@juancar02250545 @orlandoperezec @joebiden preguntale a guillermo lasso q profesas ser transparente, si va a denunciar ante la ley a los genocidas y corruptos:lerdin moreno,maria paula romo,oswaldo jarrin x el desastre como dejaron el pais y todo esta en el informe del defensor del pueblo y d derechos humanos en ecuador",-1
"@lassoguillermo @inclusionec preguntale a guillermo lasso q profesas ser transparente, si va a denunciar ante la ley a los genocidas y corruptos:lerdin moreno,maria paula romo,oswaldo jarrin x el desastre como dejaron el pais y todo esta en el informe del defensor del pueblo y d derechos humanos en ecuador",-1
"@lassoguillermo @viviendaec preguntale a guillermo lasso q profesas ser transparente, si va a denunciar ante la ley a los genocidas y corruptos:lerdin moreno,maria paula romo,oswaldo jarrin x el desastre como dejaron el pais y todo esta en el informe del defensor del pueblo y d derechos humanos en ecuador",-1
"@lassoguillermo preguntale a guillermo lasso q profesas ser transparente, si va a denunciar ante la ley a los genocidas y corruptos:lerdin moreno,maria paula romo,oswaldo jarrin x el desastre como dejaron el pais y todo esta en el informe del defensor del pueblo y d derechos humanos en ecuador",-1
